09:48:27.197 |V| CacheJobService2              | <Start> "Job.AddAssemblies" #assemblies = 25
09:48:31.870 |V| CacheJobService2              | <Finish> "Job.AddAssemblies" #assemblies = 25 time=4671ms
09:48:31.871 |V| CacheJobService2              | <Start> "Job.LoadCache" #caches=34: GeneratedFilesCache, ConditionalNamesCache, NamedArgumentCache, InternalsVisibleToCache, AnnotatedMembersCache, AssemblyAnnotatedMembersCache, TypeMembersCache, SymbolCache, StubTreeNodeCache, BuildScriptCache, ProtobufFileOptionsCache, ProtobufImportCache, ProtobufDeclarationCache, WebConfigCacheController, TagPrefixCacheImpl, WebSymbolsCache, RazorTagHelperDataCache, RazorNamespaceCache, RazorInheritsCache, RazorNamespaceImportsCache, RazorInjectionsCache, HasSourceFileMapCache, JavaScriptTypeCacheMaintainer, JavaScriptDependentFilesCache, XamlAssemblyResourcesCache, ContentTrigramIndex, SourcesTrigramIndex, MvcCache, SolutionResourceCache, JavaScriptTestCache, RiderTodoManager, RiderDocumentInfoCache, AsmDefNameCache, FileImages
09:48:40.474 |V| CacheJobService2              | <Finish> "Job.LoadCache" #caches=34: GeneratedFilesCache, ConditionalNamesCache, NamedArgumentCache, InternalsVisibleToCache, AnnotatedMembersCache, AssemblyAnnotatedMembersCache, TypeMembersCache, SymbolCache, StubTreeNodeCache, BuildScriptCache, ProtobufFileOptionsCache, ProtobufImportCache, ProtobufDeclarationCache, WebConfigCacheController, TagPrefixCacheImpl, WebSymbolsCache, RazorTagHelperDataCache, RazorNamespaceCache, RazorInheritsCache, RazorNamespaceImportsCache, RazorInjectionsCache, HasSourceFileMapCache, JavaScriptTypeCacheMaintainer, JavaScriptDependentFilesCache, XamlAssemblyResourcesCache, ContentTrigramIndex, SourcesTrigramIndex, MvcCache, SolutionResourceCache, JavaScriptTestCache, RiderTodoManager, RiderDocumentInfoCache, AsmDefNameCache, FileImages time=8602ms
09:48:40.474 |V| CacheJobService2              | <Start> "Job.UpdateAllProjectFiles" 
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[LoadSolutionFromCache]"  time=14ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[InitialSynchronizeSolution]"  time=74ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[SolutionContainer]"  time=5027ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[FireProjectItemsAdded]"  time=659ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[FireAssembliesAdded]"  time=17ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[PreparePsiModules]"  time=3348ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[BeforeKickOff]"  time=0ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[KickOff]"  time=3ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[StartPsi]"  time=18ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[RefreshBuildSettings]"  time=3ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[Done]"  time=44ms
09:48:41.286 |V| SolutionTelemetryHost         | <Measured> "SolutionLoad[AfterDone]"  time=69ms
09:48:43.647 |V| CacheJobService2              | <Finish> "Job.UpdateAllProjectFiles"  time=3172ms
09:48:43.648 |V| CacheJobService2              | <Start> "Job.SaveCaches" #caches=34: GeneratedFilesCache, ConditionalNamesCache, NamedArgumentCache, InternalsVisibleToCache, AnnotatedMembersCache, AssemblyAnnotatedMembersCache, TypeMembersCache, SymbolCache, StubTreeNodeCache, BuildScriptCache, ProtobufFileOptionsCache, ProtobufImportCache, ProtobufDeclarationCache, WebConfigCacheController, TagPrefixCacheImpl, WebSymbolsCache, RazorTagHelperDataCache, RazorNamespaceCache, RazorInheritsCache, RazorNamespaceImportsCache, RazorInjectionsCache, HasSourceFileMapCache, JavaScriptTypeCacheMaintainer, JavaScriptDependentFilesCache, XamlAssemblyResourcesCache, ContentTrigramIndex, SourcesTrigramIndex, MvcCache, SolutionResourceCache, JavaScriptTestCache, RiderTodoManager, RiderDocumentInfoCache, AsmDefNameCache, FileImages
09:48:43.826 |V| CacheJobService2              | <Finish> "Job.SaveCaches" #caches=34: GeneratedFilesCache, ConditionalNamesCache, NamedArgumentCache, InternalsVisibleToCache, AnnotatedMembersCache, AssemblyAnnotatedMembersCache, TypeMembersCache, SymbolCache, StubTreeNodeCache, BuildScriptCache, ProtobufFileOptionsCache, ProtobufImportCache, ProtobufDeclarationCache, WebConfigCacheController, TagPrefixCacheImpl, WebSymbolsCache, RazorTagHelperDataCache, RazorNamespaceCache, RazorInheritsCache, RazorNamespaceImportsCache, RazorInjectionsCache, HasSourceFileMapCache, JavaScriptTypeCacheMaintainer, JavaScriptDependentFilesCache, XamlAssemblyResourcesCache, ContentTrigramIndex, SourcesTrigramIndex, MvcCache, SolutionResourceCache, JavaScriptTestCache, RiderTodoManager, RiderDocumentInfoCache, AsmDefNameCache, FileImages time=177ms
09:48:47.141 |V| CacheJobService2              | <Start> "Job.UpdateProjectFilesList" #files=2
09:48:48.764 |V| CacheJobService2              | <Finish> "Job.UpdateProjectFilesList" #files=2 time=1623ms
09:49:23.846 |V| CompletionHost                | <Start> "CompletionItems" 
09:49:24.437 |V| CompletionHost                | <Finish> "CompletionItems"  time=591ms
09:49:24.468 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:49:24.538 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=70ms
09:49:28.689 |V| CompletionHost                | <Start> "CompletionItems" 
09:49:28.741 |V| CompletionHost                | <Finish> "CompletionItems"  time=51ms
09:49:28.746 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:49:28.806 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=60ms
09:49:33.973 |V| CompletionHost                | <Start> "CompletionItems" 
09:49:34.049 |V| CompletionHost                | <Finish> "CompletionItems"  time=75ms
09:49:34.379 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:49:34.404 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=24ms
09:49:40.341 |V| CompletionHost                | <Start> "CompletionItems" 
09:49:40.372 |V| CompletionHost                | <Finish> "CompletionItems"  time=30ms
09:49:40.373 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:49:40.380 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=7ms
09:50:05.063 |V| CompletionHost                | <Start> "CompletionItems" 
09:50:05.182 |V| CompletionHost                | <Finish> "CompletionItems"  time=118ms
09:50:05.196 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:50:05.256 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=59ms
09:50:07.310 |V| CompletionHost                | <Start> "CompletionItems" 
09:50:07.352 |V| CompletionHost                | <Finish> "CompletionItems"  time=41ms
09:50:07.355 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:50:07.388 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=32ms
09:50:50.142 |V| CompletionHost                | <Start> "CompletionItems" 
09:50:50.195 |V| CompletionHost                | <Finish> "CompletionItems"  time=53ms
09:50:59.811 |I| RiderTextControlTypingHandlersHost| <Start> "Performance.TextControl.Type.AllContextsWithActions" 
09:50:59.920 |I| RiderTextControlTypingHandlersHost| <Finish> "Performance.TextControl.Type.AllContextsWithActions"  time=108ms
09:51:00.551 |V| CompletionHost                | <Start> "CompletionItems" 
09:51:00.671 |V| CompletionHost                | <Finish> "CompletionItems"  time=120ms
09:51:00.680 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
09:51:00.806 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=125ms
09:51:01.953 |V| CacheJobService2              | <Start> "Job.UpdateProjectFilesList" #files=1
09:51:01.965 |V| CacheJobService2              | <Finish> "Job.UpdateProjectFilesList" #files=1 time=10ms
10:05:56.430 |V| CompletionHost                | <Start> "CompletionItems" 
10:05:56.520 |V| CompletionHost                | <Finish> "CompletionItems"  time=89ms
10:05:56.525 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
10:05:56.591 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=65ms
10:05:57.118 |V| CacheJobService2              | <Start> "Job.UpdateProjectFilesList" #files=1
10:05:57.126 |V| CacheJobService2              | <Finish> "Job.UpdateProjectFilesList" #files=1 time=8ms
10:06:45.934 |V| CompletionHost                | <Start> "CompletionItems" 
10:06:46.039 |V| CompletionHost                | <Finish> "CompletionItems"  time=104ms
10:06:46.040 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
10:06:46.051 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=10ms
10:06:48.233 |V| CompletionHost                | <Start> "CompletionItems" 
10:06:48.320 |V| CompletionHost                | <Finish> "CompletionItems"  time=86ms
10:06:48.322 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
10:06:48.338 |V| CompletionHost                | <Finish> "CompletionItems-Advanced"  time=16ms
10:07:29.460 |V| CompletionHost                | <Start> "CompletionItems" 
10:07:29.463 |V| CompletionHost                | <Finish> "CompletionItems"  time=2ms
10:07:31.743 |V| CompletionHost                | <Start> "CompletionItems" 
10:07:31.744 |V| CompletionHost                | <Finish> "CompletionItems"  time=1ms
10:07:49.656 |V| CompletionHost                | <Start> "CompletionItems" 
10:07:49.677 |V| CompletionHost                | <Finish> "CompletionItems"  time=20ms
10:08:32.133 |V| CompletionHost                | <Start> "CompletionItems" 
10:08:32.160 |V| CompletionHost                | <Finish> "CompletionItems"  time=27ms
10:08:32.161 |V| CompletionHost                | <Start> "CompletionItems-Advanced" 
